Date,Component,MOS,Cutoff_SGT,Cutoff_SSG,Eligibles_SGT,Eligibles_SSG,Promotions_SGT,Promotions_SSG
2024-AUG,ACTIVE,31E,24,660,3,138,3,5
2024-AUG,ACTIVE,31K,573,598,67,27,2,3
2024-AUG,ACTIVE,35F,600,798,636,310,2,0
2024-AUG,ACTIVE,35G,614,700,282,149,2,2
2024-AUG,ACTIVE,35L,24,798,8,32,8,0
2024-AUG,ACTIVE,35M,620,798,161,111,2,0
2024-AUG,ACTIVE,35N,798,465,256,170,0,23
2024-AUG,ACTIVE,35PAZ,24,595,2,40,2,8
2024-AUG,ACTIVE,35PCM,24,24,9,1,9,1
2024-AUG,ACTIVE,35PFR,798,24,7,1,0,1
2024-AUG,ACTIVE,35PKP,330,798,15,33,1,0
2024-AUG,ACTIVE,35PPF,402,333,9,5,1,3
2024-AUG,ACTIVE,35PQB,598,798,58,32,2,1
2024-AUG,ACTIVE,35PRU,24,298,5,3,5,3
2024-AUG,ACTIVE,35S,24,513,7,59,7,6
2024-AUG,ACTIVE,35T,798,798,117,43,0,0
2024-AUG,ACTIVE,36B,798,798,158,66,0,0
2024-AUG,ACTIVE,37F,,24,,8,,8
2024-AUG,ACTIVE,42A,560,545,916,746,80,83
2024-AUG,ACTIVE,42R,798,798,38,114,0,1
2024-AUG,ACTIVE,46S,24,434,6,39,6,5
2024-AUG,ACTIVE,46T,658,798,29,23,1,0
2024-AUG,ACTIVE,46V,619,798,78,72,1,1
2024-AUG,ACTIVE,51C,,24,,0,,0
2024-AUG,ACTIVE,56M,428,701,86,165,10,8
2024-AUG,ACTIVE,68A,405,798,30,45,4,0
2024-AUG,ACTIVE,68B,798,506,6,9,0,1
2024-AUG,ACTIVE,68C,563,617,171,165,4,1
2024-AUG,ACTIVE,68D,583,585,105,74,4,3
2024-AUG,ACTIVE,68E,650,792,152,118,12,4
2024-AUG,ACTIVE,68F,24,539,1,42,1,1
2024-AUG,ACTIVE,68G,546,718,45,59,4,1
2024-AUG,ACTIVE,68H,798,798,20,10,0,0
2024-AUG,ACTIVE,68J,529,554,66,65,7,7
2024-AUG,ACTIVE,68K,643,672,169,126,9,5
2024-AUG,ACTIVE,68L,798,798,2,18,0,0
2024-AUG,ACTIVE,68M,653,798,32,29,1,0
2024-AUG,ACTIVE,68P,663,798,129,75,1,0
2024-AUG,ACTIVE,68Q,532,697,60,45,7,3
2024-AUG,ACTIVE,68R,611,780,86,120,1,1
2024-AUG,ACTIVE,68S,383,666,20,47,6,2
2024-AUG,ACTIVE,68T,582,628,52,57,1,1
2024-AUG,ACTIVE,68V,24,798,0,91,0,0
2024-AUG,ACTIVE,68W,428,560,906,1050,121,51
2024-AUG,ACTIVE,68X,393,550,87,97,16,8
2024-AUG,ACTIVE,68Y,24,24,0,0,0,0
2024-AUG,ACTIVE,74D,335,456,270,391,60,34
2024-AUG,ACTIVE,79R,,24,,0,,0
2024-AUG,ACTIVE,79S,,449,,12,,4
2024-AUG,ACTIVE,88H,798,798,170,165,0,0
2024-AUG,ACTIVE,88K,24,346,4,4,4,1
2024-AUG,ACTIVE,88L,24,150,2,6,2,6
2024-AUG,ACTIVE,88M,335,637,337,1023,42,21
2024-AUG,ACTIVE,88N,798,798,86,138,0,0
2024-AUG,ACTIVE,89A,24,,4,,4,
2024-AUG,ACTIVE,89B,494,444,220,108,20,18
2024-AUG,ACTIVE,89D,24,24,24,21,24,21
2024-AUG,ACTIVE,91A,24,490,7,124,7,9
2024-AUG,ACTIVE,91B,437,577,992,1356,111,75
2024-AUG,ACTIVE,91C,464,798,132,224,11,1
2024-AUG,ACTIVE,91D,502,648,203,208,10,8
2024-AUG,ACTIVE,91E,508,769,105,136,9,2
2024-AUG,ACTIVE,91F,597,794,199,188,1,1
2024-AUG,ACTIVE,91H,228,593,18,80,8,4
2024-AUG,ACTIVE,91J,579,,72,,2,
2024-AUG,ACTIVE,91L,24,527,5,48,5,3
2024-AUG,ACTIVE,91M,24,798,7,144,7,0
2024-AUG,ACTIVE,91P,24,798,1,24,1,0
2024-AUG,ACTIVE,91S,798,798,103,162,0,1
2024-AUG,ACTIVE,92A,489,764,555,886,35,32
2024-AUG,ACTIVE,92F,490,641,560,680,58,29
2024-AUG,ACTIVE,92G,60,534,45,357,45,18
2024-AUG,ACTIVE,92L,798,,18,,0,
2024-AUG,ACTIVE,92M,286,277,9,9,2,6
2024-AUG,ACTIVE,92R,414,544,80,135,10,5
2024-AUG,ACTIVE,92S,24,798,1,15,1,0
2024-AUG,ACTIVE,92W,457,675,62,110,8,2
2024-AUG,ACTIVE,92Y,424,518,513,1072,77,55
2024-AUG,ACTIVE,94A,798,798,18,10,0,0
2024-AUG,ACTIVE,94D,476,292,10,9,1,3
2024-AUG,ACTIVE,94E,798,539,55,15,0,1
2024-AUG,ACTIVE,94F,518,600,101,23,9,4
2024-AUG,ACTIVE,94H,798,798,3,4,0,0
2024-AUG,ACTIVE,94M,798,798,31,9,0,0
2024-AUG,ACTIVE,94P,24,489,1,6,1,1
2024-AUG,ACTIVE,94R,798,798,26,4,0,0
2024-AUG,ACTIVE,94S,216,798,2,8,1,0
2024-AUG,ACTIVE,94T,798,798,32,9,0,0
2024-AUG,ACTIVE,94Y,468,798,5,10,2,0
2023-DEC,ACTIVE,11B,345,396,1925,1186,170,72
2023-DEC,ACTIVE,11C,299,205,257,32,53,31
2023-DEC,ACTIVE,12B,24,334,68,275,68,37
2023-DEC,ACTIVE,12C,110,426,5,51,5,2
2023-DEC,ACTIVE,12D,24,24,1,0,1,0
2023-DEC,ACTIVE,12H,,478,,22,,1
2023-DEC,ACTIVE,12K,183,,6,,6,
2023-DEC,ACTIVE,12M,365,328,3,1,1,1
2023-DEC,ACTIVE,12N,338,548,164,182,17,6
2023-DEC,ACTIVE,12P,24,798,0,75,0,0
2023-DEC,ACTIVE,12R,216,,6,,4,
2023-DEC,ACTIVE,12T,351,369,17,5,2,3
2023-DEC,ACTIVE,12W,281,,11,,3,
2023-DEC,ACTIVE,12Y,344,24,33,10,3,10
2023-DEC,ACTIVE,13B,24,315,73,177,73,19
2023-DEC,ACTIVE,13F,24,293,46,168,46,29
2023-DEC,ACTIVE,13J,271,329,121,35,12,8
2023-DEC,ACTIVE,13M,24,24,18,19,18,19
2023-DEC,ACTIVE,13R,235,24,48,3,5,3
2023-DEC,ACTIVE,14E,285,302,179,51,17,14
2023-DEC,ACTIVE,14G,400,421,206,57,12,7
2023-DEC,ACTIVE,14H,798,798,87,69,0,0
2023-DEC,ACTIVE,14P,358,406,100,112,7,5
2023-DEC,ACTIVE,14T,368,438,308,127,12,4
2023-DEC,ACTIVE,15B,537,798,123,25,2,0
2023-DEC,ACTIVE,15C,468,547,200,54,15,6
2023-DEC,ACTIVE,15D,798,798,119,50,0,0
2023-DEC,ACTIVE,15E,430,597,130,32,5,1
2023-DEC,ACTIVE,15F,473,798,74,32,2,0
2023-DEC,ACTIVE,15G,798,601,98,41,0,1
2023-DEC,ACTIVE,15H,798,669,56,38,0,1
2023-DEC,ACTIVE,15M,398,798,55,40,5,0
2023-DEC,ACTIVE,15N,285,582,42,64,10,2
2023-DEC,ACTIVE,15P,307,500,29,73,7,3
2023-DEC,ACTIVE,15Q,322,24,43,13,10,13
2023-DEC,ACTIVE,15R,426,549,485,222,15,11
2023-DEC,ACTIVE,15T,396,509,470,320,13,13
2023-DEC,ACTIVE,15U,404,798,175,171,4,0
2023-DEC,ACTIVE,15W,448,798,207,73,6,0
2023-DEC,ACTIVE,15Y,355,558,170,134,12,7
2023-DEC,ACTIVE,17C,64,24,24,12,24,12
2023-DEC,ACTIVE,17E,24,24,11,7,11,7
2023-DEC,ACTIVE,19D,259,316,297,209,67,36
2023-DEC,ACTIVE,19K,24,24,40,26,40,26
2023-DEC,ACTIVE,25B,478,552,926,524,29,25
2023-DEC,ACTIVE,25D,798,24,0,0,0,0
2023-DEC,ACTIVE,25E,798,798,0,0,0,0
2023-DEC,ACTIVE,25H,370,534,623,508,39,17
2023-DEC,ACTIVE,25S,455,798,276,236,3,0
2023-DEC,ACTIVE,25U,430,578,806,784,28,10
2023-DEC,ACTIVE,27D,302,460,39,139,4,5
2023-DEC,ACTIVE,31B,357,535,270,408,26,4
2023-DEC,ACTIVE,31D,24,470,1,42,1,7
2023-DEC,ACTIVE,31E,175,519,25,131,20,6
2023-DEC,ACTIVE,31K,513,562,75,27,5,3
2023-DEC,ACTIVE,35F,546,515,583,302,1,3
2023-DEC,ACTIVE,35G,464,473,247,96,10,8
2023-DEC,ACTIVE,35L,24,336,10,40,10,13
2023-DEC,ACTIVE,35M,394,483,115,83,8,7
2023-DEC,ACTIVE,35N,358,487,300,125,18,8
2023-DEC,ACTIVE,35PAZ,24,798,4,41,4,0
2023-DEC,ACTIVE,35PCM,24,24,3,3,3,3
2023-DEC,ACTIVE,35PFR,133,798,4,4,1,0
2023-DEC,ACTIVE,35PKP,24,494,3,22,3,4
2023-DEC,ACTIVE,35PPF,315,635,8,21,1,1
2023-DEC,ACTIVE,35PQB,798,798,45,24,0,0
2023-DEC,ACTIVE,35PRU,24,24,4,1,4,1
2023-DEC,ACTIVE,35S,24,456,8,49,8,2
2023-DEC,ACTIVE,35T,365,467,108,40,14,5
2023-DEC,ACTIVE,36B,522,495,128,32,4,5
2023-DEC,ACTIVE,37F,,24,,13,,13
2023-DEC,ACTIVE,42A,457,558,904,631,46,30
2023-DEC,ACTIVE,42R,393,615,19,89,5,3
2023-DEC,ACTIVE,42S,798,,0,,0,
2023-DEC,ACTIVE,46S,24,439,8,17,8,4
2023-DEC,ACTIVE,46T,487,798,33,26,1,0
2023-DEC,ACTIVE,46V,798,613,64,63,0,1
2023-DEC,ACTIVE,51C,798,24,0,0,0,0
2023-DEC,ACTIVE,56M,369,545,70,166,8,8
2023-DEC,ACTIVE,68A,402,798,21,39,2,0
2023-DEC,ACTIVE,68B,360,495,6,4,1,1
2023-DEC,ACTIVE,68C,426,606,189,174,12,1
2023-DEC,ACTIVE,68D,489,589,99,68,3,3
2023-DEC,ACTIVE,68E,798,798,129,96,0,0
2023-DEC,ACTIVE,68F,24,798,2,37,2,0
2023-DEC,ACTIVE,68G,441,572,28,50,1,1
2023-DEC,ACTIVE,68H,461,798,16,7,2,0
2023-DEC,ACTIVE,68J,484,798,73,57,2,0
2023-DEC,ACTIVE,68K,511,591,170,105,5,4
2023-DEC,ACTIVE,68L,390,798,3,12,2,0
2023-DEC,ACTIVE,68M,392,494,17,19,2,3
2023-DEC,ACTIVE,68P,461,599,144,73,9,3
2023-DEC,ACTIVE,68Q,798,798,42,42,0,0
2023-DEC,ACTIVE,68R,798,632,93,124,0,1
2023-DEC,ACTIVE,68S,422,606,9,39,2,2
2023-DEC,ACTIVE,68T,455,609,55,54,2,1
2023-DEC,ACTIVE,68V,24,798,1,55,1,0
2023-DEC,ACTIVE,68W,369,543,817,900,73,50
2023-DEC,ACTIVE,68X,404,671,54,111,6,1
2023-DEC,ACTIVE,68Y,24,483,4,8,4,1
2023-DEC,ACTIVE,74D,310,390,140,266,18,18
2023-DEC,ACTIVE,79R,798,24,0,0,0,0
2023-DEC,ACTIVE,79S,798,798,0,0,0,0
2023-DEC,ACTIVE,88H,798,798,153,144,0,0
2023-DEC,ACTIVE,88K,24,798,5,2,5,0
2023-DEC,ACTIVE,88L,24,110,2,7,2,7
2023-DEC,ACTIVE,88M,293,528,527,1003,93,31
2023-DEC,ACTIVE,88N,270,443,34,84,11,7
2023-DEC,ACTIVE,89A,24,,3,,3,
2023-DEC,ACTIVE,89B,413,798,230,78,8,0
2023-DEC,ACTIVE,89D,24,24,15,17,15,17
2023-DEC,ACTIVE,91A,86,458,12,101,12,3
2023-DEC,ACTIVE,91B,355,564,999,1274,45,16
2023-DEC,ACTIVE,91C,400,798,153,224,7,0
2023-DEC,ACTIVE,91D,376,798,215,222,15,0
2023-DEC,ACTIVE,91E,367,798,95,127,3,0
2023-DEC,ACTIVE,91F,427,613,193,191,6,1
2023-DEC,ACTIVE,91H,226,798,23,50,7,0
2023-DEC,ACTIVE,91J,392,,69,,3,
2023-DEC,ACTIVE,91L,185,542,13,33,7,1
2023-DEC,ACTIVE,91M,24,387,10,98,10,3
2023-DEC,ACTIVE,91P,24,364,3,23,3,2
2023-DEC,ACTIVE,91S,295,563,82,144,7,4
2023-DEC,ACTIVE,92A,388,798,472,740,12,0
2023-DEC,ACTIVE,92F,378,622,559,588,42,9
2023-DEC,ACTIVE,92G,172,461,58,347,38,12
2023-DEC,ACTIVE,92L,493,,21,,3,
2023-DEC,ACTIVE,92M,203,195,9,4,2,1
2023-DEC,ACTIVE,92R,798,798,72,101,0,0
2023-DEC,ACTIVE,92S,798,798,8,19,0,0
2023-DEC,ACTIVE,92W,324,552,67,119,16,5
2023-DEC,ACTIVE,92Y,338,510,535,922,34,23
2023-DEC,ACTIVE,94A,798,548,22,15,0,1
2023-DEC,ACTIVE,94D,798,798,5,3,0,0
2023-DEC,ACTIVE,94E,373,400,56,5,2,2
2023-DEC,ACTIVE,94F,798,798,109,19,0,0
2023-DEC,ACTIVE,94H,198,351,7,10,6,4
2023-DEC,ACTIVE,94M,481,458,21,8,1,1
2023-DEC,ACTIVE,94P,24,798,1,6,1,0
2023-DEC,ACTIVE,94R,490,798,30,11,1,0
2023-DEC,ACTIVE,94S,272,798,3,0,1,0
2023-DEC,ACTIVE,94T,798,798,39,9,0,0
2023-DEC,ACTIVE,94Y,798,798,7,17,0,0
2024-DEC,ACTIVE,11B,466,544,3059,2010,296,159
2024-DEC,ACTIVE,11C,465,567,406,170,20,5
2024-DEC,ACTIVE,12B,24,371,47,331,47,19
2024-DEC,ACTIVE,12C,205,798,13,83,4,0
2024-DEC,ACTIVE,12D,24,24,3,2,3,2
2024-DEC,ACTIVE,12H,,503,,54,,4
2024-DEC,ACTIVE,12K,798,,5,,0,
2024-DEC,ACTIVE,12M,798,309,13,1,0,1
2024-DEC,ACTIVE,12N,434,698,157,232,17,1
2024-DEC,ACTIVE,12P,24,798,0,84,0,0
2024-DEC,ACTIVE,12R,24,,3,,3,
2024-DEC,ACTIVE,12T,24,24,2,1,2,1
2024-DEC,ACTIVE,12W,239,,15,,2,
2024-DEC,ACTIVE,12Y,24,344,7,10,7,4
2024-DEC,ACTIVE,13B,24,324,56,203,56,36
2024-DEC,ACTIVE,13F,24,425,27,227,27,16
2024-DEC,ACTIVE,13J,291,329,171,80,28,13
2024-DEC,ACTIVE,13M,24,24,19,10,19,10
2024-DEC,ACTIVE,13R,409,483,53,8,4,1
2024-DEC,ACTIVE,14E,373,374,129,59,11,9
2024-DEC,ACTIVE,14G,536,588,250,86,17,4
2024-DEC,ACTIVE,14H,474,622,96,94,8,4
2024-DEC,ACTIVE,14P,499,619,134,168,6,2
2024-DEC,ACTIVE,14T,486,547,255,133,5,3
2024-DEC,ACTIVE,15B,798,798,109,39,0,0
2024-DEC,ACTIVE,15C,688,746,233,70,2,2
2024-DEC,ACTIVE,15D,798,798,106,53,0,2
2024-DEC,ACTIVE,15E,551,604,86,28,5,4
2024-DEC,ACTIVE,15F,669,779,67,28,1,1
2024-DEC,ACTIVE,15G,516,798,93,48,10,0
2024-DEC,ACTIVE,15H,423,798,38,32,6,0
2024-DEC,ACTIVE,15M,480,735,64,39,6,2
2024-DEC,ACTIVE,15N,273,733,33,65,15,2
2024-DEC,ACTIVE,15P,368,798,49,114,2,0
2024-DEC,ACTIVE,15Q,289,366,52,25,8,5
2024-DEC,ACTIVE,15R,613,798,526,251,7,0
2024-DEC,ACTIVE,15T,549,798,429,360,2,0
2024-DEC,ACTIVE,15U,657,798,240,198,2,0
2024-DEC,ACTIVE,15W,484,798,149,65,8,0
2024-DEC,ACTIVE,15Y,447,688,140,145,8,1
2024-DEC,ACTIVE,17C,95,59,17,10,17,10
2024-DEC,ACTIVE,17E,24,24,11,7,11,7
2024-DEC,ACTIVE,19C,438,465,177,60,9,5
2024-DEC,ACTIVE,19D,242,364,222,189,81,47
2024-DEC,ACTIVE,19K,24,236,71,65,71,29
2024-DEC,ACTIVE,25B,664,727,981,695,8,13
2024-DEC,ACTIVE,25D,,24,,0,,0
2024-DEC,ACTIVE,25E,,798,,1,,0
2024-DEC,ACTIVE,25H,508,641,642,516,40,18
2024-DEC,ACTIVE,25S,428,711,167,235,15,3
2024-DEC,ACTIVE,25U,608,754,902,795,9,4
2024-DEC,ACTIVE,27D,390,798,27,118,3,0
2024-DEC,ACTIVE,31B,798,798,573,571,0,0
2024-DEC,ACTIVE,31D,24,504,0,21,0,13
2024-DEC,ACTIVE,31E,798,798,21,126,0,0
2024-DEC,ACTIVE,31K,609,516,63,18,2,3
2024-DEC,ACTIVE,35F,618,618,750,428,27,18
2024-DEC,ACTIVE,35G,607,648,270,165,13,10
2024-DEC,ACTIVE,35L,24,798,6,42,6,0
2024-DEC,ACTIVE,35M,468,557,199,137,53,35
2024-DEC,ACTIVE,35N,442,454,298,187,30,24
2024-DEC,ACTIVE,35PAZ,24,386,1,16,1,2
2024-DEC,ACTIVE,35PCM,24,24,4,1,4,1
2024-DEC,ACTIVE,35PFR,413,798,14,2,1,0
2024-DEC,ACTIVE,35PKP,798,798,21,47,0,0
2024-DEC,ACTIVE,35PPF,798,798,16,10,0,0
2024-DEC,ACTIVE,35PQB,586,798,50,32,3,0
2024-DEC,ACTIVE,35PRU,24,24,0,0,0,0
2024-DEC,ACTIVE,35S,24,427,7,60,7,4
2024-DEC,ACTIVE,35T,476,482,121,53,14,7
2024-DEC,ACTIVE,36B,674,798,165,95,13,0
2024-DEC,ACTIVE,37F,,24,,18,,18
2024-DEC,ACTIVE,42A,611,584,885,778,14,24
2024-DEC,ACTIVE,42R,798,798,53,120,0,0
2024-DEC,ACTIVE,46S,182,798,7,44,6,0
2024-DEC,ACTIVE,46T,680,798,28,24,1,0
2024-DEC,ACTIVE,46V,501,744,67,71,11,5
2024-DEC,ACTIVE,51C,,24,,0,,0
2024-DEC,ACTIVE,56M,500,709,78,173,3,7
2024-DEC,ACTIVE,68A,409,521,28,50,7,5
2024-DEC,ACTIVE,68B,798,354,9,6,0,1
2024-DEC,ACTIVE,68C,525,624,159,169,9,3
2024-DEC,ACTIVE,68D,538,613,96,72,5,4
2024-DEC,ACTIVE,68E,660,770,148,115,4,3
2024-DEC,ACTIVE,68F,798,798,4,39,0,0
2024-DEC,ACTIVE,68G,798,798,46,58,0,0
2024-DEC,ACTIVE,68H,798,798,17,13,0,0
2024-DEC,ACTIVE,68J,574,576,67,69,6,3
2024-DEC,ACTIVE,68K,798,609,152,135,0,4
2024-DEC,ACTIVE,68L,798,798,2,17,0,0
2024-DEC,ACTIVE,68M,798,798,36,31,0,0
2024-DEC,ACTIVE,68P,618,601,122,73,6,5
2024-DEC,ACTIVE,68Q,633,798,63,55,2,0
2024-DEC,ACTIVE,68R,716,784,115,122,1,3
2024-DEC,ACTIVE,68S,798,798,27,50,0,0
2024-DEC,ACTIVE,68T,568,798,64,53,3,0
2024-DEC,ACTIVE,68V,24,769,1,101,1,1
2024-DEC,ACTIVE,68W,419,573,807,1168,88,52
2024-DEC,ACTIVE,68X,421,624,81,94,9,1
2024-DEC,ACTIVE,68Y,24,798,1,4,1,0
2024-DEC,ACTIVE,74D,341,465,222,413,28,20
2024-DEC,ACTIVE,79R,,24,,0,,0
2024-DEC,ACTIVE,79S,,798,,0,,0
2024-DEC,ACTIVE,88H,798,798,176,181,0,0
2024-DEC,ACTIVE,88K,24,798,5,0,5,0
2024-DEC,ACTIVE,88L,24,798,3,0,3,0
2024-DEC,ACTIVE,88M,362,680,397,1090,63,11
2024-DEC,ACTIVE,88N,798,798,115,186,0,0
2024-DEC,ACTIVE,89A,24,,1,,1,
2024-DEC,ACTIVE,89B,530,554,206,80,1,1
2024-DEC,ACTIVE,89D,24,233,5,22,5,15
2024-DEC,ACTIVE,91A,24,521,7,133,7,7
2024-DEC,ACTIVE,91B,516,675,1015,1395,10,14
2024-DEC,ACTIVE,91C,604,798,123,225,1,3
2024-DEC,ACTIVE,91D,798,798,193,227,0,0
2024-DEC,ACTIVE,91E,492,773,84,124,4,1
2024-DEC,ACTIVE,91F,564,775,204,199,10,5
2024-DEC,ACTIVE,91H,24,634,7,83,7,1
2024-DEC,ACTIVE,91J,501,,70,,3,
2024-DEC,ACTIVE,91L,24,798,6,54,6,0
2024-DEC,ACTIVE,91M,24,490,3,143,3,8
2024-DEC,ACTIVE,91P,24,798,3,22,3,0
2024-DEC,ACTIVE,91S,488,659,109,167,16,11
2024-DEC,ACTIVE,92A,494,760,565,931,31,20
2024-DEC,ACTIVE,92F,495,742,553,702,43,14
2024-DEC,ACTIVE,92G,141,604,60,331,29,2
2024-DEC,ACTIVE,92L,798,,18,,0,
2024-DEC,ACTIVE,92M,152,211,5,5,3,3
2024-DEC,ACTIVE,92R,440,666,77,164,6,2
2024-DEC,ACTIVE,92S,24,798,3,12,3,0
2024-DEC,ACTIVE,92W,460,758,78,120,8,3
2024-DEC,ACTIVE,92Y,434,798,602,1150,70,0
2024-DEC,ACTIVE,94A,410,798,13,8,2,0
2024-DEC,ACTIVE,94D,263,451,7,7,1,1
2024-DEC,ACTIVE,94E,438,491,56,27,3,2
2024-DEC,ACTIVE,94F,467,530,95,21,16,5
2024-DEC,ACTIVE,94H,269,798,5,4,2,0
2024-DEC,ACTIVE,94M,798,557,26,22,0,1
2024-DEC,ACTIVE,94P,24,798,0,9,0,0
2024-DEC,ACTIVE,94R,662,586,25,12,1,1
2024-DEC,ACTIVE,94S,24,221,2,6,2,2
2024-DEC,ACTIVE,94T,798,798,37,12,0,0
2024-DEC,ACTIVE,94Y,798,798,1,7,0,0
2024-FEB,ACTIVE,11B,316,470,1848,1190,173,11
2024-FEB,ACTIVE,11C,371,432,236,34,8,2
2024-FEB,ACTIVE,12B,24,345,41,264,41,16
2024-FEB,ACTIVE,12C,177,414,9,58,5,2
2024-FEB,ACTIVE,12D,24,24,2,0,2,0
2024-FEB,ACTIVE,12H,,336,,31,,6
2024-FEB,ACTIVE,12K,261,,3,,2,
2024-FEB,ACTIVE,12M,410,24,9,0,1,0
2024-FEB,ACTIVE,12N,312,519,144,174,15,9
2024-FEB,ACTIVE,12P,24,636,0,80,0,1
2024-FEB,ACTIVE,12R,24,,2,,2,
2024-FEB,ACTIVE,12T,200,24,10,2,7,2
2024-FEB,ACTIVE,12W,223,,6,,2,
2024-FEB,ACTIVE,12Y,212,24,19,2,3,2
2024-FEB,ACTIVE,13B,24,274,38,141,38,22
2024-FEB,ACTIVE,13F,24,291,19,131,19,13
2024-FEB,ACTIVE,13J,237,272,132,46,27,15
2024-FEB,ACTIVE,13M,24,24,10,10,10,10
2024-FEB,ACTIVE,13R,798,102,52,1,0,1
2024-FEB,ACTIVE,14E,293,798,166,51,13,0
2024-FEB,ACTIVE,14G,382,457,205,59,6,1
2024-FEB,ACTIVE,14H,798,798,86,73,0,0
2024-FEB,ACTIVE,14P,284,444,94,113,10,3
2024-FEB,ACTIVE,14T,353,462,285,119,11,5
2024-FEB,ACTIVE,15B,521,586,124,24,3,2
2024-FEB,ACTIVE,15C,502,798,205,56,3,0
2024-FEB,ACTIVE,15D,528,798,115,51,2,0
2024-FEB,ACTIVE,15E,426,531,121,33,3,2
2024-FEB,ACTIVE,15F,477,798,72,32,4,0
2024-FEB,ACTIVE,15G,445,568,100,45,4,2
2024-FEB,ACTIVE,15H,443,681,51,36,2,1
2024-FEB,ACTIVE,15M,798,798,60,41,0,0
2024-FEB,ACTIVE,15N,377,798,36,64,2,0
2024-FEB,ACTIVE,15P,174,451,19,73,11,4
2024-FEB,ACTIVE,15Q,798,24,44,2,0,2
2024-FEB,ACTIVE,15R,465,798,480,211,7,0
2024-FEB,ACTIVE,15T,390,536,468,322,8,4
2024-FEB,ACTIVE,15U,353,504,180,178,10,5
2024-FEB,ACTIVE,15W,408,506,195,75,13,9
2024-FEB,ACTIVE,15Y,377,589,171,127,6,1
2024-FEB,ACTIVE,17C,60,24,15,6,15,6
2024-FEB,ACTIVE,17E,24,24,10,3,10,3
2024-FEB,ACTIVE,19D,347,363,316,211,7,3
2024-FEB,ACTIVE,19K,24,24,33,23,33,23
2024-FEB,ACTIVE,25B,461,798,884,541,27,0
2024-FEB,ACTIVE,25D,,24,,0,,0
2024-FEB,ACTIVE,25E,,24,,1,,1
2024-FEB,ACTIVE,25H,376,547,610,505,25,4
2024-FEB,ACTIVE,25S,402,600,291,240,17,4
2024-FEB,ACTIVE,25U,426,577,786,765,30,10
2024-FEB,ACTIVE,27D,259,798,33,138,7,0
2024-FEB,ACTIVE,31B,342,493,305,416,29,8
2024-FEB,ACTIVE,31D,24,798,0,33,0,0
2024-FEB,ACTIVE,31E,24,544,2,118,2,1
2024-FEB,ACTIVE,31K,471,544,70,27,5,2
2024-FEB,ACTIVE,35F,424,438,602,305,16,8
2024-FEB,ACTIVE,35G,450,477,253,99,11,6
2024-FEB,ACTIVE,35L,24,470,1,29,1,2
2024-FEB,ACTIVE,35M,371,462,116,81,18,8
2024-FEB,ACTIVE,35N,353,447,311,138,15,10
2024-FEB,ACTIVE,35PAZ,24,798,7,43,7,0
2024-FEB,ACTIVE,35PCM,24,24,1,1,1,1
2024-FEB,ACTIVE,35PFR,798,349,4,4,0,3
2024-FEB,ACTIVE,35PKP,24,798,0,18,0,0
2024-FEB,ACTIVE,35PPF,798,562,13,19,0,2
2024-FEB,ACTIVE,35PQB,798,798,48,27,0,0
2024-FEB,ACTIVE,35PRU,24,24,3,1,3,1
2024-FEB,ACTIVE,35S,24,479,10,50,10,1
2024-FEB,ACTIVE,35T,798,798,92,24,0,0
2024-FEB,ACTIVE,36B,798,512,136,27,0,1
2024-FEB,ACTIVE,37F,,24,,11,,11
2024-FEB,ACTIVE,42A,425,538,811,582,59,25
2024-FEB,ACTIVE,42R,798,798,21,90,0,0
2024-FEB,ACTIVE,46S,24,798,3,15,3,0
2024-FEB,ACTIVE,46T,798,798,26,18,0,0
2024-FEB,ACTIVE,46V,530,640,66,62,1,1
2024-FEB,ACTIVE,51C,,24,,0,,0
2024-FEB,ACTIVE,56M,282,532,63,157,8,4
2024-FEB,ACTIVE,68A,256,503,36,45,17,13
2024-FEB,ACTIVE,68B,301,337,5,4,2,1
2024-FEB,ACTIVE,68C,393,798,178,169,11,0
2024-FEB,ACTIVE,68D,477,798,103,71,6,0
2024-FEB,ACTIVE,68E,589,648,135,100,2,3
2024-FEB,ACTIVE,68F,24,527,0,41,0,1
2024-FEB,ACTIVE,68G,798,798,28,52,0,0
2024-FEB,ACTIVE,68H,798,798,17,8,0,0
2024-FEB,ACTIVE,68J,798,798,73,53,0,0
2024-FEB,ACTIVE,68K,488,586,168,103,13,5
2024-FEB,ACTIVE,68L,24,798,1,12,1,0
2024-FEB,ACTIVE,68M,315,491,13,16,4,2
2024-FEB,ACTIVE,68P,476,599,140,67,7,2
2024-FEB,ACTIVE,68Q,798,798,55,40,0,0
2024-FEB,ACTIVE,68R,441,638,99,132,3,1
2024-FEB,ACTIVE,68S,798,798,6,42,0,0
2024-FEB,ACTIVE,68T,439,798,53,56,5,0
2024-FEB,ACTIVE,68V,24,798,0,55,0,0
2024-FEB,ACTIVE,68W,336,545,815,879,80,23
2024-FEB,ACTIVE,68X,356,572,64,113,7,5
2024-FEB,ACTIVE,68Y,24,394,0,7,0,2
2024-FEB,ACTIVE,74D,251,396,163,281,43,11
2024-FEB,ACTIVE,79R,,24,,1,,1
2024-FEB,ACTIVE,79S,,798,,0,,0
2024-FEB,ACTIVE,88H,798,798,155,138,0,0
2024-FEB,ACTIVE,88K,24,798,5,4,5,0
2024-FEB,ACTIVE,88L,24,201,1,1,1,1
