Date,Component,MOS,Cutoff_SGT,Cutoff_SSG,Eligibles_SGT,Eligibles_SSG,Promotions_SGT,Promotions_SSG
2025-MAR,ACTIVE,42A,586,563,826,766,29,31
2025-MAR,ACTIVE,42R,798,798,58,127,0,0
2025-MAR,ACTIVE,46S,261,471,8,56,4,4
2025-MAR,ACTIVE,46T,798,729,32,28,0,1
2025-MAR,ACTIVE,46V,647,798,62,69,2,0
2025-MAR,ACTIVE,51C,,24,,0,,0
2025-MAR,ACTIVE,56M,798,798,69,153,0,0
2025-MAR,ACTIVE,68A,462,552,41,57,3,1
2025-MAR,ACTIVE,68B,515,798,11,10,1,0
2025-MAR,ACTIVE,68C,464,583,126,162,11,4
2025-MAR,ACTIVE,68D,505,556,83,63,7,4
2025-MAR,ACTIVE,68E,665,766,160,115,7,1
2025-MAR,ACTIVE,68F,133,674,7,39,5,3
2025-MAR,ACTIVE,68G,798,720,42,56,0,2
2025-MAR,ACTIVE,68H,602,629,15,12,1,1
2025-MAR,ACTIVE,68J,550,563,66,72,4,4
2025-MAR,ACTIVE,68K,636,747,159,135,7,1
2025-MAR,ACTIVE,68L,798,798,3,26,0,0
2025-MAR,ACTIVE,68M,798,599,40,33,0,1
2025-MAR,ACTIVE,68P,626,595,123,73,7,5
2025-MAR,ACTIVE,68Q,636,682,74,60,2,2
2025-MAR,ACTIVE,68R,635,794,123,126,3,1
2025-MAR,ACTIVE,68S,517,725,33,51,3,2
2025-MAR,ACTIVE,68T,655,738,70,59,2,1
2025-MAR,ACTIVE,68V,24,798,0,103,0,1
2025-MAR,ACTIVE,68W,430,590,760,1196,66,30
2025-MAR,ACTIVE,68X,414,552,75,102,12,3
2025-MAR,ACTIVE,68Y,24,798,2,5,2,0
2025-MAR,ACTIVE,74D,331,443,171,387,17,14
2025-MAR,ACTIVE,79R,,24,,1,,1
2025-MAR,ACTIVE,79S,,304,,3,,3
2025-MAR,ACTIVE,88H,798,798,184,181,0,0
2025-MAR,ACTIVE,88K,24,149,2,1,2,1
2025-MAR,ACTIVE,88L,24,580,1,8,1,1
2025-MAR,ACTIVE,88M,317,654,344,1096,56,9
2025-MAR,ACTIVE,88N,798,662,126,195,0,1
2025-MAR,ACTIVE,89A,24,,1,,1,
2025-MAR,ACTIVE,89B,505,426,209,75,9,9
2025-MAR,ACTIVE,89D,24,377,3,16,3,4
2025-MAR,ACTIVE,91A,24,394,4,112,4,3
2025-MAR,ACTIVE,91B,452,578,1017,1429,58,39
2025-MAR,ACTIVE,91C,609,798,124,220,1,0
2025-MAR,ACTIVE,91D,472,798,179,236,5,0
2025-MAR,ACTIVE,91E,443,735,94,130,16,5
2025-MAR,ACTIVE,91F,547,798,196,206,7,0
2025-MAR,ACTIVE,91H,24,539,4,91,4,7
2025-MAR,ACTIVE,91J,570,,77,,1,
2025-MAR,ACTIVE,91L,24,605,3,52,3,2
2025-MAR,ACTIVE,91M,24,457,10,136,10,5
2025-MAR,ACTIVE,91P,24,484,1,22,1,2
2025-MAR,ACTIVE,91S,798,679,81,156,0,3
2025-MAR,ACTIVE,92A,525,761,611,976,20,10
2025-MAR,ACTIVE,92F,488,698,514,693,39,18
2025-MAR,ACTIVE,92G,116,519,49,351,26,8
2025-MAR,ACTIVE,92L,798,,17,,0,
2025-MAR,ACTIVE,92M,798,798,4,0,0,0
2025-MAR,ACTIVE,92R,406,583,68,156,5,3
2025-MAR,ACTIVE,92S,24,798,2,7,2,0
2025-MAR,ACTIVE,92W,413,661,81,116,8,4
2025-MAR,ACTIVE,92Y,442,566,592,1185,30,5
2025-MAR,ACTIVE,94A,798,798,15,8,0,0
2025-MAR,ACTIVE,94D,386,416,10,8,1,2
2025-MAR,ACTIVE,94E,571,798,53,31,1,0
2025-MAR,ACTIVE,94F,798,798,78,18,0,0
2025-MAR,ACTIVE,94H,798,798,3,2,0,0
2025-MAR,ACTIVE,94M,798,798,30,21,0,0
2025-MAR,ACTIVE,94P,24,798,1,10,1,0
2025-MAR,ACTIVE,94R,798,798,22,12,0,0
2025-MAR,ACTIVE,94S,24,798,1,0,1,0
2025-MAR,ACTIVE,94T,798,798,37,11,0,0
2025-MAR,ACTIVE,94Y,798,798,0,6,0,0
2024-MAY,ACTIVE,11B,356,535,2210,1301,168,2
2024-MAY,ACTIVE,11C,364,431,321,53,12,1
2024-MAY,ACTIVE,12B,24,798,56,287,56,0
2024-MAY,ACTIVE,12C,233,798,11,67,3,0
2024-MAY,ACTIVE,12D,24,24,2,0,2,0
2024-MAY,ACTIVE,12H,,371,,35,,4
2024-MAY,ACTIVE,12K,798,,2,,0,
2024-MAY,ACTIVE,12M,310,24,9,0,1,0
2024-MAY,ACTIVE,12N,340,537,158,183,15,3
2024-MAY,ACTIVE,12P,24,798,0,73,0,0
2024-MAY,ACTIVE,12R,24,,1,,1,
2024-MAY,ACTIVE,12T,232,24,2,2,2,2
2024-MAY,ACTIVE,12W,276,,11,,3,
2024-MAY,ACTIVE,12Y,174,24,16,2,10,2
2024-MAY,ACTIVE,13B,24,284,43,158,43,32
2024-MAY,ACTIVE,13F,24,310,26,127,26,8
2024-MAY,ACTIVE,13J,264,267,132,32,21,13
2024-MAY,ACTIVE,13M,24,24,11,9,11,9
2024-MAY,ACTIVE,13R,408,24,68,4,2,4
2024-MAY,ACTIVE,14E,384,423,173,45,3,1
2024-MAY,ACTIVE,14G,798,798,215,63,0,0
2024-MAY,ACTIVE,14H,798,798,107,78,0,0
2024-MAY,ACTIVE,14P,798,798,97,112,0,0
2024-MAY,ACTIVE,14T,354,421,294,123,26,15
2024-MAY,ACTIVE,15B,522,606,131,29,4,2
2024-MAY,ACTIVE,15C,495,582,194,57,7,2
2024-MAY,ACTIVE,15D,511,631,118,47,6,3
2024-MAY,ACTIVE,15E,414,514,122,23,8,3
2024-MAY,ACTIVE,15F,488,798,79,34,1,0
2024-MAY,ACTIVE,15G,444,553,111,47,12,9
2024-MAY,ACTIVE,15H,371,798,46,33,2,0
2024-MAY,ACTIVE,15M,385,603,57,33,7,1
2024-MAY,ACTIVE,15N,366,798,40,70,3,0
2024-MAY,ACTIVE,15P,262,798,38,73,10,0
2024-MAY,ACTIVE,15Q,334,305,52,5,6,3
2024-MAY,ACTIVE,15R,462,588,509,215,17,4
2024-MAY,ACTIVE,15T,387,523,480,347,15,12
2024-MAY,ACTIVE,15U,388,535,206,186,10,5
2024-MAY,ACTIVE,15W,798,798,168,53,0,0
2024-MAY,ACTIVE,15Y,371,563,170,131,8,2
2024-MAY,ACTIVE,17C,24,24,9,6,9,6
2024-MAY,ACTIVE,17E,24,24,7,4,7,4
2024-MAY,ACTIVE,19D,798,798,463,251,0,0
2024-MAY,ACTIVE,19K,24,24,37,19,37,19
2024-MAY,ACTIVE,25B,469,580,907,563,31,8
2024-MAY,ACTIVE,25D,,24,,0,,0
2024-MAY,ACTIVE,25E,,798,,0,,0
2024-MAY,ACTIVE,25H,382,549,581,484,36,4
2024-MAY,ACTIVE,25S,397,589,257,227,17,12
2024-MAY,ACTIVE,25U,798,675,762,715,0,2
2024-MAY,ACTIVE,27D,261,465,31,127,5,5
2024-MAY,ACTIVE,31B,384,798,323,410,15,0
2024-MAY,ACTIVE,31D,24,798,1,36,1,0
2024-MAY,ACTIVE,31E,106,798,4,118,4,0
2024-MAY,ACTIVE,31K,433,487,71,28,11,6
2024-MAY,ACTIVE,35F,398,349,603,304,68,85
2024-MAY,ACTIVE,35G,443,565,261,107,8,1
2024-MAY,ACTIVE,35L,24,413,12,31,12,2
2024-MAY,ACTIVE,35M,407,472,142,86,13,13
2024-MAY,ACTIVE,35N,245,405,301,149,129,42
2024-MAY,ACTIVE,35PAZ,24,555,9,43,9,1
2024-MAY,ACTIVE,35PCM,24,24,2,0,2,0
2024-MAY,ACTIVE,35PFR,55,879,4,0,4,0
2024-MAY,ACTIVE,35PKP,24,798,3,25,3,0
2024-MAY,ACTIVE,35PPF,268,345,13,10,4,5
2024-MAY,ACTIVE,35PQB,798,798,61,28,0,0
2024-MAY,ACTIVE,35PRU,24,24,4,0,4,0
2024-MAY,ACTIVE,35S,24,477,2,54,2,1
2024-MAY,ACTIVE,35T,392,798,95,32,6,0
2024-MAY,ACTIVE,36B,798,798,146,43,0,0
2024-MAY,ACTIVE,37F,,24,,4,,4
2024-MAY,ACTIVE,42A,488,581,885,616,7,9
2024-MAY,ACTIVE,42R,798,798,34,108,0,0
2024-MAY,ACTIVE,46S,24,798,8,29,8,0
2024-MAY,ACTIVE,46T,465,539,27,18,1,1
2024-MAY,ACTIVE,46V,798,798,73,66,0,0
2024-MAY,ACTIVE,51C,,24,,0,,0
2024-MAY,ACTIVE,56M,321,576,72,157,12,1
2024-MAY,ACTIVE,68A,431,559,27,38,4,1
2024-MAY,ACTIVE,68B,798,798,5,9,0,0
2024-MAY,ACTIVE,68C,382,579,183,170,21,6
2024-MAY,ACTIVE,68D,457,569,103,68,2,1
2024-MAY,ACTIVE,68E,543,688,142,96,3,1
2024-MAY,ACTIVE,68F,24,798,5,44,5,0
2024-MAY,ACTIVE,68G,445,563,41,50,3,4
2024-MAY,ACTIVE,68H,798,798,21,9,0,0
2024-MAY,ACTIVE,68J,408,555,70,60,10,3
2024-MAY,ACTIVE,68K,517,597,169,100,6,3
2024-MAY,ACTIVE,68L,798,798,0,15,0,0
2024-MAY,ACTIVE,68M,798,798,23,20,0,0
2024-MAY,ACTIVE,68P,504,798,146,70,5,0
2024-MAY,ACTIVE,68Q,462,798,58,42,5,0
2024-MAY,ACTIVE,68R,451,605,101,126,8,9
2024-MAY,ACTIVE,68S,405,586,20,50,5,3
2024-MAY,ACTIVE,68T,428,621,55,58,4,2
2024-MAY,ACTIVE,68V,24,626,0,66,0,1
2024-MAY,ACTIVE,68W,388,574,881,899,43,10
2024-MAY,ACTIVE,68X,390,578,78,100,8,3
2024-MAY,ACTIVE,68Y,24,798,0,6,0,0
2024-MAY,ACTIVE,74D,320,423,193,320,18,11
2024-MAY,ACTIVE,79R,,24,,0,,0
2024-MAY,ACTIVE,79S,,798,,12,,0
2024-MAY,ACTIVE,88H,798,798,162,143,0,0
2024-MAY,ACTIVE,88K,24,120,5,2,5,2
2024-MAY,ACTIVE,88L,24,116,3,1,3,1
2024-MAY,ACTIVE,88M,339,798,316,947,16,0
2024-MAY,ACTIVE,88N,798,798,45,88,0,0
2024-MAY,ACTIVE,89A,24,,1,,1,
2024-MAY,ACTIVE,89B,420,464,236,90,8,9
2024-MAY,ACTIVE,89D,24,24,13,6,13,6
2024-MAY,ACTIVE,91A,24,798,1,92,1,0
2024-MAY,ACTIVE,91B,356,573,943,1253,51,10
2024-MAY,ACTIVE,91C,374,798,150,213,21,0
2024-MAY,ACTIVE,91D,397,614,216,216,14,4
2024-MAY,ACTIVE,91E,385,608,93,124,6,2
2024-MAY,ACTIVE,91F,414,798,169,177,5,0
2024-MAY,ACTIVE,91H,798,798,8,58,0,0
2024-MAY,ACTIVE,91J,458,,78,,3,
2024-MAY,ACTIVE,91L,140,391,5,31,5,6
2024-MAY,ACTIVE,91M,24,798,3,100,3,0
2024-MAY,ACTIVE,91P,24,798,1,18,1,0
2024-MAY,ACTIVE,91S,798,798,95,138,0,0
2024-MAY,ACTIVE,92A,397,650,543,798,26,3
2024-MAY,ACTIVE,92F,406,637,547,598,32,4
2024-MAY,ACTIVE,92G,178,521,56,367,19,5
2024-MAY,ACTIVE,92L,798,,16,,0,
2024-MAY,ACTIVE,92M,224,324,12,8,3,2
2024-MAY,ACTIVE,92R,798,798,54,107,0,0
2024-MAY,ACTIVE,92S,24,487,1,15,1,1
2024-MAY,ACTIVE,92W,296,580,63,104,12,1
2024-MAY,ACTIVE,92Y,334,514,449,908,31,17
2024-MAY,ACTIVE,94A,798,448,20,11,0,1
2024-MAY,ACTIVE,94D,798,798,9,7,0,0
2024-MAY,ACTIVE,94E,327,432,67,15,10,4
2024-MAY,ACTIVE,94F,494,564,113,25,3,3
2024-MAY,ACTIVE,94H,328,798,4,4,1,0
2024-MAY,ACTIVE,94M,798,798,27,5,0,0
2024-MAY,ACTIVE,94P,24,798,1,8,1,0
2024-MAY,ACTIVE,94R,798,643,30,11,0,2
2024-MAY,ACTIVE,94S,172,798,5,7,3,0
2024-MAY,ACTIVE,94T,798,798,34,9,0,0
2024-MAY,ACTIVE,94Y,798,798,6,12,0,0
2023-NOV,ACTIVE,11B,310,357,1674,1091,209,107
2023-NOV,ACTIVE,11C,334,24,219,12,11,12
2023-NOV,ACTIVE,12B,24,338,28,254,28,21
2023-NOV,ACTIVE,12C,236,429,5,42,2,1
2023-NOV,ACTIVE,12D,24,798,0,0,0,0
2023-NOV,ACTIVE,12H,,389,,16,,2
2023-NOV,ACTIVE,12K,24,,0,,0,
2023-NOV,ACTIVE,12M,141,798,5,2,4,0
2023-NOV,ACTIVE,12N,304,546,153,169,11,3
2023-NOV,ACTIVE,12P,24,798,0,67,0,0
2023-NOV,ACTIVE,12R,24,,0,,0,
2023-NOV,ACTIVE,12T,798,24,13,0,0,0
2023-NOV,ACTIVE,12W,345,,8,,2,
2023-NOV,ACTIVE,12Y,284,24,25,2,1,2
2023-NOV,ACTIVE,13B,24,298,26,148,26,15
2023-NOV,ACTIVE,13F,24,295,32,156,32,23
2023-NOV,ACTIVE,13J,272,275,87,17,8,10
2023-NOV,ACTIVE,13M,24,24,11,11,11,11
2023-NOV,ACTIVE,13R,237,24,51,3,10,3
2023-NOV,ACTIVE,14E,294,297,179,50,14,15
2023-NOV,ACTIVE,14G,346,409,189,56,18,10
2023-NOV,ACTIVE,14H,355,497,90,73,8,6
2023-NOV,ACTIVE,14P,270,404,93,106,13,9
2023-NOV,ACTIVE,14T,351,438,317,123,22,16
2023-NOV,ACTIVE,15B,798,578,116,24,0,2
2023-NOV,ACTIVE,15C,506,590,194,49,3,1
2023-NOV,ACTIVE,15D,510,798,117,49,1,0
2023-NOV,ACTIVE,15E,394,508,133,27,8,2
2023-NOV,ACTIVE,15F,455,617,77,32,5,2
2023-NOV,ACTIVE,15G,445,549,98,44,4,4
2023-NOV,ACTIVE,15H,568,798,54,37,1,0
2023-NOV,ACTIVE,15M,436,798,53,37,2,0
2023-NOV,ACTIVE,15N,302,575,42,69,5,5
2023-NOV,ACTIVE,15P,232,430,16,67,6,7
2023-NOV,ACTIVE,15Q,217,24,39,5,14,5
2023-NOV,ACTIVE,15R,407,534,485,219,26,14
2023-NOV,ACTIVE,15T,339,499,438,302,26,9
2023-NOV,ACTIVE,15U,330,570,161,161,10,1
2023-NOV,ACTIVE,15W,428,516,203,76,11,6
2023-NOV,ACTIVE,15Y,349,564,160,134,9,1
2023-NOV,ACTIVE,17C,97,24,10,9,10,9
2023-NOV,ACTIVE,17E,24,24,4,2,4,2
2023-NOV,ACTIVE,18B,798,,0,,0,
2023-NOV,ACTIVE,18C,798,,0,,0,
2023-NOV,ACTIVE,18D,798,,0,,0,
2023-NOV,ACTIVE,18E,798,,0,,0,
2023-NOV,ACTIVE,18F,,798,,0,,0
2023-NOV,ACTIVE,19D,244,302,271,190,55,23
2023-NOV,ACTIVE,19K,24,24,17,27,17,27
2023-NOV,ACTIVE,25B,798,549,844,478,0,11
2023-NOV,ACTIVE,25D,798,24,0,0,0,0
2023-NOV,ACTIVE,25E,798,798,0,0,0,0
2023-NOV,ACTIVE,25H,374,549,564,484,20,6
2023-NOV,ACTIVE,25S,379,576,270,236,17,8
2023-NOV,ACTIVE,25U,426,564,765,776,36,23
2023-NOV,ACTIVE,27D,798,483,24,133,0,1
2023-NOV,ACTIVE,31B,322,510,203,351,22,10
2023-NOV,ACTIVE,31D,24,466,0,44,0,5
2023-NOV,ACTIVE,31E,24,536,9,123,9,2
2023-NOV,ACTIVE,31K,498,593,73,24,1,1
2023-NOV,ACTIVE,35F,406,414,517,259,36,22
2023-NOV,ACTIVE,35G,477,492,237,97,3,10
2023-NOV,ACTIVE,35L,24,374,9,38,9,9
2023-NOV,ACTIVE,35M,385,462,104,73,13,7
2023-NOV,ACTIVE,35N,352,430,256,109,20,16
2023-NOV,ACTIVE,35PAZ,24,798,4,39,4,0
2023-NOV,ACTIVE,35PCM,24,24,3,0,3,0
2023-NOV,ACTIVE,35PFR,798,798,2,4,0,0
2023-NOV,ACTIVE,35PKP,24,518,4,19,4,1
2023-NOV,ACTIVE,35PPF,326,798,7,19,2,0
2023-NOV,ACTIVE,35PQB,798,798,37,21,0,0
2023-NOV,ACTIVE,35PRU,24,24,3,2,3,2
2023-NOV,ACTIVE,35S,24,798,4,37,4,0
2023-NOV,ACTIVE,35T,798,488,85,34,0,1
2023-NOV,ACTIVE,36B,494,491,109,32,4,5
2023-NOV,ACTIVE,37F,,24,,9,,9
2023-NOV,ACTIVE,38R,798,24,0,1,0,1
2023-NOV,ACTIVE,38W,798,24,0,0,0,0
2023-NOV,ACTIVE,42A,460,555,789,567,25,16
2023-NOV,ACTIVE,42R,466,612,15,83,1,1
2023-NOV,ACTIVE,42S,798,,0,,0,
2023-NOV,ACTIVE,46S,24,798,3,7,3,0
2023-NOV,ACTIVE,46T,421,798,32,23,2,0
2023-NOV,ACTIVE,46V,377,798,65,56,3,0
2023-NOV,ACTIVE,51C,798,24,0,0,0,0
2023-NOV,ACTIVE,56M,415,798,56,152,1,0
2023-NOV,ACTIVE,68A,232,563,21,35,10,1
2023-NOV,ACTIVE,68B,798,529,3,4,0,1
2023-NOV,ACTIVE,68C,411,597,182,171,10,3
2023-NOV,ACTIVE,68D,479,590,96,67,4,3
2023-NOV,ACTIVE,68E,481,714,129,92,6,1
2023-NOV,ACTIVE,68F,24,798,4,38,4,0
2023-NOV,ACTIVE,68G,403,556,29,43,3,1
2023-NOV,ACTIVE,68H,798,578,15,7,0,1
2023-NOV,ACTIVE,68J,376,540,67,59,11,8
2023-NOV,ACTIVE,68K,492,585,170,96,8,2
2023-NOV,ACTIVE,68L,390,521,4,14,2,2
2023-NOV,ACTIVE,68M,798,798,15,15,0,0
2023-NOV,ACTIVE,68P,470,618,138,71,3,1
2023-NOV,ACTIVE,68Q,391,586,43,42,7,6
2023-NOV,ACTIVE,68R,798,620,89,119,0,1
2023-NOV,ACTIVE,68S,130,562,3,35,3,2
2023-NOV,ACTIVE,68T,455,596,61,53,6,2
2023-NOV,ACTIVE,68V,24,798,2,53,2,0
2023-NOV,ACTIVE,68W,313,532,742,863,134,61
2023-NOV,ACTIVE,68X,798,798,47,104,0,0
2023-NOV,ACTIVE,68Y,24,798,2,11,2,0
2023-NOV,ACTIVE,74D,230,342,115,232,34,19
2023-NOV,ACTIVE,79R,798,24,0,0,0,0
2023-NOV,ACTIVE,79S,798,798,0,0,0,0
2023-NOV,ACTIVE,88H,798,798,140,138,0,0
2023-NOV,ACTIVE,88K,24,105,3,3,3,3
2023-NOV,ACTIVE,88L,247,24,1,2,1,2
2023-NOV,ACTIVE,88M,293,530,465,974,61,28
2023-NOV,ACTIVE,88N,324,384,12,75,1,14
2023-NOV,ACTIVE,89A,24,,1,,1,
2023-NOV,ACTIVE,89B,405,798,214,64,4,0
2023-NOV,ACTIVE,89D,24,24,6,12,6,12
2023-NOV,ACTIVE,91A,24,798,8,98,8,0
2023-NOV,ACTIVE,91B,335,553,949,1192,70,18
2023-NOV,ACTIVE,91C,390,798,141,211,3,0
2023-NOV,ACTIVE,91D,376,619,212,212,15,1
2023-NOV,ACTIVE,91E,315,616,96,128,15,3
2023-NOV,ACTIVE,91F,410,608,185,196,8,3
2023-NOV,ACTIVE,91H,261,798,15,48,1,0
2023-NOV,ACTIVE,91J,798,,66,,0,
2023-NOV,ACTIVE,91L,193,433,17,40,10,6
2023-NOV,ACTIVE,91M,24,388,2,87,2,4
2023-NOV,ACTIVE,91P,110,798,1,21,1,0
2023-NOV,ACTIVE,91S,295,568,79,134,7,2
2023-NOV,ACTIVE,92A,325,596,479,745,63,31
2023-NOV,ACTIVE,92F,358,611,526,564,42,21
2023-NOV,ACTIVE,92G,70,424,63,342,53,31
2023-NOV,ACTIVE,92L,798,,19,,0,
2023-NOV,ACTIVE,92M,166,198,8,7,4,3
2023-NOV,ACTIVE,92R,798,798,56,93,0,0
2023-NOV,ACTIVE,92S,798,798,7,18,0,0
2023-NOV,ACTIVE,92W,373,531,66,118,6,8
2023-NOV,ACTIVE,92Y,302,475,527,849,71,39
2023-NOV,ACTIVE,94A,798,798,22,15,0,0
2023-NOV,ACTIVE,94D,316,798,5,2,1,0
2023-NOV,ACTIVE,94E,798,798,53,4,0,0
2023-NOV,ACTIVE,94F,798,798,105,14,0,0
2023-NOV,ACTIVE,94H,213,372,5,13,3,3
2023-NOV,ACTIVE,94M,798,798,19,6,0,0
2023-NOV,ACTIVE,94P,24,389,0,6,0,1
2023-NOV,ACTIVE,94R,504,798,32,11,1,0
2023-NOV,ACTIVE,94S,798,24,3,0,0,0
2023-NOV,ACTIVE,94T,491,571,34,9,1,1
2023-NOV,ACTIVE,94Y,798,798,8,17,0,0
2024-NOV,ACTIVE,11B,496,591,2965,2014,139,59
2024-NOV,ACTIVE,11C,503,490,389,167,18,16
2024-NOV,ACTIVE,12B,24,387,64,327,64,19
2024-NOV,ACTIVE,12C,264,798,11,85,3,0
2024-NOV,ACTIVE,12D,24,24,1,0,1,0
2024-NOV,ACTIVE,12H,,511,,55,,5
2024-NOV,ACTIVE,12K,221,,7,,3,
2024-NOV,ACTIVE,12M,517,24,14,1,3,1
2024-NOV,ACTIVE,12N,453,708,163,229,15,3
2024-NOV,ACTIVE,12P,24,675,0,77,0,3
2024-NOV,ACTIVE,12R,24,,1,,1,
2024-NOV,ACTIVE,12T,24,24,4,3,4,3
2024-NOV,ACTIVE,12W,243,,19,,6,
2024-NOV,ACTIVE,12Y,24,358,0,12,0,7
2024-NOV,ACTIVE,13B,24,367,36,194,36,25
2024-NOV,ACTIVE,13F,24,532,32,219,32,6
2024-NOV,ACTIVE,13J,304,350,179,76,27,14
2024-NOV,ACTIVE,13M,24,24,19,22,19,22
2024-NOV,ACTIVE,13R,456,405,50,4,3,2
2024-NOV,ACTIVE,14E,374,420,138,66,18,13
2024-NOV,ACTIVE,14G,575,649,246,80,4,2
2024-NOV,ACTIVE,14H,487,654,105,98,11,6
2024-NOV,ACTIVE,14P,492,613,132,176,10,7
2024-NOV,ACTIVE,14T,465,517,278,135,21,10
2024-NOV,ACTIVE,15B,647,752,107,40,3,3
2024-NOV,ACTIVE,15C,666,710,229,74,8,5
2024-NOV,ACTIVE,15D,643,798,108,53,8,3
2024-NOV,ACTIVE,15E,537,628,92,31,7,5
2024-NOV,ACTIVE,15F,576,750,67,30,4,4
2024-NOV,ACTIVE,15G,593,734,91,48,5,2
2024-NOV,ACTIVE,15H,445,798,38,35,6,3
2024-NOV,ACTIVE,15M,637,728,60,38,1,1
2024-NOV,ACTIVE,15N,315,715,32,68,6,5
2024-NOV,ACTIVE,15P,390,798,46,105,5,0
2024-NOV,ACTIVE,15Q,291,333,60,26,12,9
2024-NOV,ACTIVE,15R,601,701,520,249,15,10
2024-NOV,ACTIVE,15T,472,550,436,363,35,13
2024-NOV,ACTIVE,15U,501,699,238,193,11,3
2024-NOV,ACTIVE,15W,490,629,172,74,26,9
2024-NOV,ACTIVE,15Y,440,686,149,146,13,4
2024-NOV,ACTIVE,17C,52,24,20,16,20,16
2024-NOV,ACTIVE,17E,24,24,7,14,7,14
2024-NOV,ACTIVE,19C,456,426,158,26,5,7
2024-NOV,ACTIVE,19D,271,393,289,225,94,50
2024-NOV,ACTIVE,19K,24,338,48,48,48,12
2024-NOV,ACTIVE,25B,631,729,1001,695,49,13
2024-NOV,ACTIVE,25D,,24,,0,,0
2024-NOV,ACTIVE,25E,,798,,1,,0
2024-NOV,ACTIVE,25H,517,661,644,517,36,23
2024-NOV,ACTIVE,25S,427,714,182,229,25,8
2024-NOV,ACTIVE,25U,578,747,911,802,41,22
2024-NOV,ACTIVE,27D,255,523,27,105,10,5
2024-NOV,ACTIVE,31B,798,798,526,552,0,2
2024-NOV,ACTIVE,31D,24,622,2,35,2,13
2024-NOV,ACTIVE,31E,798,692,6,124,0,1
2024-NOV,ACTIVE,31K,626,524,63,20,3,3
2024-NOV,ACTIVE,35F,674,798,725,400,8,1
2024-NOV,ACTIVE,35G,607,673,285,164,11,10
2024-NOV,ACTIVE,35L,24,596,9,48,9,8
2024-NOV,ACTIVE,35M,616,675,201,134,10,6
2024-NOV,ACTIVE,35N,481,489,317,185,27,14
2024-NOV,ACTIVE,35PAZ,24,410,3,19,3,4
2024-NOV,ACTIVE,35PCM,24,24,6,4,6,4
2024-NOV,ACTIVE,35PFR,798,798,11,2,0,0
2024-NOV,ACTIVE,35PKP,798,798,18,46,0,0
2024-NOV,ACTIVE,35PPF,798,798,13,10,0,0
2024-NOV,ACTIVE,35PQB,699,798,52,32,2,3
2024-NOV,ACTIVE,35PRU,24,24,4,2,4,2
2024-NOV,ACTIVE,35S,24,432,13,62,13,7
2024-NOV,ACTIVE,35T,507,484,128,57,16,9
2024-NOV,ACTIVE,36B,721,727,165,93,8,2
2024-NOV,ACTIVE,37F,,24,,26,,26
2024-NOV,ACTIVE,42A,581,606,888,776,54,34
2024-NOV,ACTIVE,42R,798,798,49,117,0,4
2024-NOV,ACTIVE,46S,288,417,9,42,3,3
2024-NOV,ACTIVE,46T,667,798,31,23,1,0
2024-NOV,ACTIVE,46V,589,798,66,73,3,1
2024-NOV,ACTIVE,51C,,24,,1,,1
2024-NOV,ACTIVE,56M,476,723,73,170,4,3
2024-NOV,ACTIVE,68A,436,543,30,49,8,3
2024-NOV,ACTIVE,68B,437,798,9,6,2,0
2024-NOV,ACTIVE,68C,514,707,164,159,12,3
2024-NOV,ACTIVE,68D,557,638,103,75,7,3
2024-NOV,ACTIVE,68E,631,798,152,117,13,7
2024-NOV,ACTIVE,68F,24,755,2,40,2,2
2024-NOV,ACTIVE,68G,501,687,48,59,6,6
2024-NOV,ACTIVE,68H,798,798,17,13,0,0
2024-NOV,ACTIVE,68J,693,798,64,66,1,0
2024-NOV,ACTIVE,68K,649,731,161,133,9,4
2024-NOV,ACTIVE,68L,798,798,2,15,0,0
2024-NOV,ACTIVE,68M,555,592,34,32,2,2
2024-NOV,ACTIVE,68P,623,781,128,71,4,2
2024-NOV,ACTIVE,68Q,798,771,55,54,0,1
2024-NOV,ACTIVE,68R,703,798,115,117,5,2
2024-NOV,ACTIVE,68S,510,631,26,47,2,1
2024-NOV,ACTIVE,68T,613,634,65,57,3,3
2024-NOV,ACTIVE,68V,24,798,2,102,2,1
2024-NOV,ACTIVE,68W,423,642,844,1170,128,62
2024-NOV,ACTIVE,68X,440,578,89,90,11,4
2024-NOV,ACTIVE,68Y,24,798,2,4,2,0
2024-NOV,ACTIVE,74D,357,483,224,410,36,22
2024-NOV,ACTIVE,79R,,24,,3,,3
2024-NOV,ACTIVE,79S,,198,,9,,9
2024-NOV,ACTIVE,88H,798,798,177,181,0,4
2024-NOV,ACTIVE,88K,24,167,12,7,12,7
2024-NOV,ACTIVE,88L,24,197,3,3,3,3
2024-NOV,ACTIVE,88M,393,694,400,1075,55,15
2024-NOV,ACTIVE,88N,798,798,113,184,0,3
2024-NOV,ACTIVE,89A,24,,0,,0,
2024-NOV,ACTIVE,89B,521,432,202,79,6,8
2024-NOV,ACTIVE,89D,24,365,13,20,13,7
2024-NOV,ACTIVE,91A,24,798,6,125,6,0
2024-NOV,ACTIVE,91B,474,681,995,1387,69,30
2024-NOV,ACTIVE,91C,500,798,125,219,6,3
2024-NOV,ACTIVE,91D,475,798,185,219,12,1
2024-NOV,ACTIVE,91E,440,730,88,134,12,7
2024-NOV,ACTIVE,91F,572,798,202,193,7,2
2024-NOV,ACTIVE,91H,90,798,5,76,5,0
2024-NOV,ACTIVE,91J,508,,72,,5,
